Year,Team,wins,losses,PF,yards,plays,yards/play,TO,Fumbles Lost,1st downs,completions,pass attempts,pass yards,pass td,int,net yards per pass att,pass 1st downs,Unnamed: 17,rush yards,rush td,rush yards per att,rush 1st downs,penalties,pen yards,pen 1st downs,number drives,score percentage,turnover percentage,avg start,avg time per drive,avg plays per drive,avg yards per drive,avg points per drive,SB,Winner,Winner Pts,Loser,Loser Pts
2011,3,6,10,372,5624,992,5.7,30,5,313,356,578,3703,24,25,6.2,180,391,1921,12,4.9,100,86,743,33,189,31.2,15.9,Own 26.2,2:33,5.41,29.8,1.7, 45,24,31,6,25
2011,7,12,4,378,5419,1036,5.2,24,12,312,314,544,3423,21,12,5.9,181,459,1996,15,4.3,98,92,742,33,186,35.5,11.8,Own 28.9,2:38,5.78,29.1,1.84, 45,24,31,6,25
2011,6,12,4,325,5957,1015,5.9,28,13,341,341,539,4054,21,15,7.0,221,434,1903,13,4.4,96,101,854,24,168,33.9,16.7,Own 26.8,3:06,6.23,35.4,1.83, 45,24,31,6,25
2011,5,9,7,344,5118,1015,5.0,22,8,285,308,535,3340,21,14,6.0,160,455,1778,10,3.9,93,99,874,32,197,32.5,9.6,Own 30.1,2:28,5.35,26.0,1.6, 45,24,31,6,25
2011,8,4,12,218,4621,1024,4.5,19,6,278,320,570,3090,16,13,5.1,173,415,1531,4,3.7,77,95,847,28,180,24.4,10.0,Own 27.1,2:36,5.85,25.6,1.18, 45,24,31,6,25
2011,12,10,6,381,5954,1046,5.7,20,11,321,288,467,3506,20,9,7.0,176,546,2448,18,4.5,131,99,852,14,191,37.2,10.5,Own 30.3,2:44,5.68,31.1,1.93, 45,24,31,6,25
2011,11,9,7,325,5361,984,5.4,22,8,281,353,584,3923,22,14,6.5,185,376,1438,8,3.8,71,104,960,25,188,31.4,11.7,Own 27.4,2:22,5.4,28.5,1.58, 45,24,31,6,25
2011,10,5,11,243,4149,1002,4.1,23,8,251,240,469,2179,12,15,4.2,122,489,1970,9,4.0,103,77,680,26,194,22.7,11.3,Own 28.8,2:29,5.29,20.8,1.11, 45,24,31,6,25
2011,9,2,14,243,4589,951,4.8,29,15,258,302,534,2995,14,14,5.3,170,382,1594,8,4.2,69,76,549,19,186,24.2,15.6,Own 23.5,2:15,5.26,24.6,1.2, 45,24,31,6,25
2011,13,8,8,309,5066,1017,5.0,30,17,286,217,429,2434,20,13,5.2,130,546,2632,11,4.8,129,101,843,27,204,24.5,14.2,Own 26.7,2:20,5.11,24.8,1.34, 45,24,31,6,25
2011,15,8,8,406,6290,1048,6.0,28,8,359,366,582,4426,27,20,7.2,234,436,1864,16,4.3,97,91,753,28,172,41.3,16.3,Own 27.9,3:01,6.3,36.6,2.24, 45,24,31,6,25
2011,16,8,8,359,6072,1015,6.0,30,7,328,315,524,3962,20,23,7.2,186,466,2110,16,4.5,110,163,1358,32,193,34.7,15.5,Own 27.2,2:29,5.44,31.4,1.79, 45,24,31,6,25
2011,14,7,9,212,4973,1021,4.9,28,10,277,299,500,3080,13,18,5.8,163,487,1893,5,3.9,89,110,916,25,189,22.2,12.7,Own 24.6,2:30,5.56,26.3,1.05, 45,24,31,6,25
2011,17,9,7,394,6161,1028,6.0,24,8,331,359,589,4734,29,16,7.7,216,411,1427,17,3.5,84,94,795,31,200,32.5,11.5,Own 26.4,2:22,5.26,30.7,1.9, 45,24,31,6,25
2011,20,8,8,396,6386,1036,6.2,38,13,356,330,554,4110,22,25,7.0,197,450,2276,20,5.1,134,107,853,25,190,34.7,17.9,Own 28.7,2:38,5.59,33.7,1.93, 45,24,31,6,25
2011,19,8,8,369,6008,1017,5.9,21,9,327,376,570,4201,33,12,6.9,219,408,1807,5,4.4,91,114,816,17,185,37.8,11.4,Own 29.0,2:43,5.7,32.4,1.96, 45,24,31,6,25
2011,18,5,11,288,5387,1032,5.2,35,11,312,346,591,3773,19,24,6.0,204,400,1614,8,4.0,79,91,897,29,188,30.9,18.6,Own 29.1,2:35,5.71,28.6,1.5, 45,24,31,6,25
2011,24,15,1,560,6482,988,6.6,14,6,353,376,552,4924,51,8,8.3,230,395,1558,12,3.9,89,76,591,34,180,48.3,6.1,Own 30.8,2:42,5.64,36.0,2.85, 45,24,31,6,25
2011,23,10,6,474,6337,1058,6.0,23,7,349,423,666,4814,41,16,6.9,244,356,1523,9,4.3,71,128,1075,34,197,37.6,10.7,Own 28.7,2:27,5.52,32.2,2.14, 45,24,31,6,25
2011,21,8,8,353,5026,978,5.1,29,9,271,268,473,3011,18,20,5.8,153,456,2015,10,4.4,97,104,800,21,199,28.6,14.6,Own 27.0,2:27,5.08,25.2,1.44, 45,24,31,6,25
2011,22,3,13,340,5275,1007,5.2,26,9,297,286,510,2957,20,17,5.3,159,448,2318,18,5.2,118,109,908,20,189,31.7,13.2,Own 29.1,2:26,5.48,27.9,1.76, 45,24,31,6,25
2011,28,13,3,547,7474,1117,6.7,19,5,416,472,662,5347,46,14,7.8,280,431,2127,16,4.9,116,99,851,20,175,51.4,10.9,Own 28.2,2:55,6.58,42.6,2.96, 45,24,31,6,25
2011,27,10,6,402,6026,1073,5.6,21,8,349,365,594,4192,29,13,6.8,215,453,1834,14,4.0,100,93,769,34,187,37.4,10.7,Own 28.5,2:46,5.89,32.2,2.04, 45,24,31,6,25
2011,26,6,10,406,6237,999,6.2,23,6,345,312,519,3829,21,17,6.9,175,445,2408,26,5.4,139,113,1013,31,179,38.5,12.8,Own 27.9,2:42,5.74,34.8,2.21, 45,24,31,6,25
2011,25,4,12,287,5108,966,5.3,40,16,277,365,588,3650,17,24,5.9,180,346,1458,9,4.2,74,123,1007,23,181,28.7,20.4,Own 27.0,2:34,5.49,28.0,1.44, 45,24,31,6,25
2011,32,13,3,380,4974,993,5.0,10,5,282,277,451,2930,18,5,5.9,150,498,2044,14,4.1,101,113,1014,31,192,39.6,5.2,Own 33.5,2:41,5.44,25.9,1.85, 45,24,31,6,25
2011,31,8,8,312,5192,993,5.2,32,9,286,307,550,3567,21,23,5.9,175,389,1625,12,4.2,83,106,1004,28,199,26.1,15.6,Own 25.6,2:18,5.11,26.0,1.45, 45,24,31,6,25
2011,29,7,9,321,4861,1003,4.8,23,9,265,299,509,3105,15,14,5.6,153,444,1756,15,4.0,89,138,1047,23,198,27.8,11.6,Own 31.3,2:18,5.22,24.4,1.44, 45,24,31,6,25
2011,30,2,14,193,4537,1013,4.5,23,13,267,292,549,2870,9,10,4.8,159,409,1667,7,4.1,79,112,899,29,196,18.9,11.2,Own 26.4,2:18,5.31,23.0,0.89, 45,24,31,6,25
2010,1,14,2,518,5820,986,5.9,10,5,335,331,507,3847,37,5,7.2,196,454,1973,19,4.3,119,83,766,20,166,47.0,5.4,Own 32.1,2:50,6.09,35.0,2.76, 44,28,31,9,17
2010,4,11,5,367,5616,1087,5.2,21,7,307,288,525,3242,20,14,5.9,171,534,2374,14,4.4,118,103,934,18,199,32.2,10.6,Own 32.8,2:37,5.66,28.2,1.65, 44,28,31,9,17
2010,2,7,9,273,5170,1040,5.0,31,10,300,335,557,3527,17,21,5.9,189,445,1643,8,3.7,91,72,595,20,185,29.7,15.7,Own 28.6,2:40,5.84,27.7,1.43, 44,28,31,9,17
2010,3,4,12,283,4878,954,5.1,39,18,263,296,519,3158,24,21,5.7,166,401,1720,6,4.3,82,82,633,15,182,25.3,19.2,Own 29.2,2:31,5.36,26.8,1.42, 44,28,31,9,17
2010,6,12,4,375,5525,993,5.6,18,9,295,298,479,3601,22,9,6.9,175,471,1924,15,4.1,106,100,903,14,179,36.9,9.5,Own 31.5,2:54,5.76,30.8,1.93, 44,28,31,9,17
2010,7,12,4,357,5166,1018,5.1,20,10,303,308,491,3335,25,10,6.3,175,487,1831,11,3.8,97,90,673,31,189,32.8,9.5,Own 29.8,2:39,5.54,27.2,1.75, 44,28,31,9,17
2010,8,5,11,271,4635,927,5.0,29,11,265,296,478,2989,13,18,5.8,154,413,1646,13,4.0,87,78,675,24,177,27.7,15.8,Own 29.8,2:34,5.4,26.1,1.42, 44,28,31,9,17
2010,5,4,12,322,5289,1046,5.1,34,14,317,365,590,3767,26,20,6.1,206,428,1522,8,3.6,85,90,725,26,190,30.5,16.3,Own 31.2,2:38,5.67,27.9,1.63, 44,28,31,9,17
2010,9,10,6,435,6092,1088,5.6,25,8,366,450,679,4609,33,17,6.6,253,393,1483,13,3.8,87,79,709,26,179,40.2,13.4,Own 27.5,2:40,6.23,34.0,2.23, 44,28,31,9,17
2010,10,8,8,353,5460,1019,5.4,33,12,330,291,469,3065,26,21,6.0,161,512,2395,14,4.7,148,83,675,21,177,35.0,16.9,Own 30.2,2:53,5.92,30.7,1.95, 44,28,31,9,17
2010,12,6,10,390,6186,1029,6.0,18,6,360,365,574,4144,24,12,6.8,222,423,2042,20,4.8,118,90,690,20,179,39.7,10.1,Own 25.6,2:38,5.92,34.5,2.17, 44,28,31,9,17
2010,11,6,10,356,4834,907,5.3,29,14,252,273,474,3107,24,15,6.2,155,406,1727,13,4.3,73,128,1040,24,184,33.2,14.7,Own 31.5,2:16,5.07,26.0,1.8, 44,28,31,9,17
2010,14,10,6,366,5595,1063,5.3,14,6,319,274,475,2968,27,8,5.9,167,556,2627,13,4.7,129,90,771,23,192,31.3,6.8,Own 30.5,2:38,5.67,29.1,1.77, 44,28,31,9,17
2010,15,9,7,441,6329,1039,6.1,29,16,357,359,544,4519,30,13,7.8,236,457,1810,18,4.0,94,84,677,27,186,40.3,14.5,Own 28.6,2:51,5.76,33.9,2.24, 44,28,31,9,17
2010,16,8,8,410,5674,1039,5.5,26,10,306,279,491,3180,18,16,5.9,159,504,2494,19,4.9,113,148,1276,34,203,34.5,11.8,Own 28.8,2:27,5.32,27.9,1.76, 44,28,31,9,17
2010,13,4,12,344,5582,1018,5.5,27,15,309,334,580,4038,25,12,6.5,204,398,1544,13,3.9,81,98,944,24,196,30.6,11.7,Own 27.5,2:18,5.32,28.4,1.69, 44,28,31,9,17
2010,20,10,6,439,6230,1038,6.0,25,12,322,348,561,3906,28,13,6.4,189,428,2324,18,5.4,116,129,1101,17,196,39.8,11.7,Own 31.6,2:33,5.49,31.8,2.13, 44,28,31,9,17
2010,17,10,6,394,6085,1035,5.9,42,17,331,339,539,3885,31,25,7.0,192,480,2200,17,4.6,112,92,777,27,207,32.4,20.3,Own 31.0,2:31,5.11,29.3,1.9, 44,28,31,9,17
2010,19,6,10,394,5828,1035,5.6,30,11,327,379,576,4042,29,19,6.7,201,428,1786,10,4.2,104,109,863,22,182,34.6,14.8,Own 28.8,2:46,5.86,31.8,1.9, 44,28,31,9,17
2010,18,6,10,302,5392,1002,5.4,31,12,295,349,605,3931,21,19,6.0,194,351,1461,9,4.2,72,90,647,29,205,26.3,14.6,Own 28.8,2:15,5.06,26.0,1.38, 44,28,31,9,17
2010,21,11,5,334,4631,936,4.9,31,10,263,276,466,3015,23,21,5.8,163,414,1616,10,3.9,76,91,768,24,198,29.3,15.7,Own 33.7,2:23,4.88,23.4,1.55, 44,28,31,9,17
2010,24,10,6,388,5730,1000,5.7,22,9,312,352,541,4124,31,13,7.1,204,421,1606,11,3.8,88,78,617,20,183,35.0,10.9,Own 29.8,2:48,5.62,31.3,1.97, 44,28,31,9,17
2010,23,6,10,362,5423,1064,5.1,25,9,304,383,633,3810,26,16,5.8,199,404,1613,11,4.0,83,136,1018,22,193,32.1,12.4,Own 29.3,2:28,5.67,28.1,1.73, 44,28,31,9,17
2010,22,6,10,281,5039,982,5.1,37,11,289,305,505,3097,14,26,5.7,159,441,1942,16,4.4,104,100,769,26,189,24.9,19.0,Own 30.2,2:34,5.29,26.4,1.38, 44,28,31,9,17
2010,27,13,3,414,5458,1097,5.0,17,8,353,361,577,3567,28,9,5.9,200,497,1891,14,3.8,111,58,598,42,178,39.3,9.0,Own 31.1,2:57,6.34,30.7,2.12, 44,28,31,9,17
2010,28,11,5,384,5960,1067,5.6,31,9,351,450,661,4441,33,22,6.5,236,380,1519,9,4.0,94,90,884,21,174,38.5,16.7,Own 29.2,2:57,6.31,34.2,2.12, 44,28,31,9,17
2010,25,10,6,341,5362,955,5.6,19,13,288,306,494,3361,26,6,6.4,172,431,2001,9,4.6,97,100,837,19,172,33.7,9.3,Own 28.9,2:52,5.72,31.2,1.83, 44,28,31,9,17
2010,26,2,14,196,4135,962,4.3,37,16,225,256,484,2289,9,21,4.3,125,428,1846,7,4.3,78,106,918,22,197,20.8,17.8,Own 28.7,2:14,5.03,20.7,0.95, 44,28,31,9,17
2010,29,7,9,310,4765,964,4.9,31,11,260,324,544,3341,14,20,5.8,159,385,1424,13,3.7,81,101,890,20,196,26.5,14.8,Own 30.8,2:15,5.07,24.2,1.35, 44,28,31,9,17
2010,30,7,9,289,4846,1053,4.6,21,6,292,354,590,3268,18,15,5.2,179,429,1578,9,3.7,84,102,877,29,199,30.2,9.5,Own 30.9,2:30,5.49,24.3,1.45, 44,28,31,9,17
2010,32,6,10,305,5013,945,5.3,23,8,251,282,500,3356,19,15,6.2,149,401,1657,10,4.1,85,112,933,17,190,26.8,11.1,Own 28.5,2:25,5.12,26.2,1.42, 44,28,31,9,17
2010,31,5,11,289,4309,931,4.6,35,16,241,285,561,2921,10,19,4.8,154,320,1388,9,4.3,67,108,870,20,190,23.7,15.8,Own 29.7,2:13,5.04,22.7,1.15, 44,28,31,9,17
2009,1,10,6,427,6357,1076,5.9,22,9,373,390,592,4436,28,13,7.3,222,466,1921,19,4.1,114,81,743,37,178,41.0,12.4,Own 30.0,2:58,6.22,35.7,2.29, 43,6,27,31,23
2009,4,9,7,348,5136,1030,5.0,30,9,280,210,393,2380,12,21,5.6,131,607,2756,21,4.5,132,88,677,17,198,31.8,15.2,Own 32.4,2:36,5.38,25.9,1.62, 43,6,27,31,23
2009,2,7,9,360,5401,1088,5.0,29,10,333,331,545,3170,15,19,5.5,188,509,2231,22,4.4,129,78,640,16,181,34.3,15.5,Own 28.4,2:50,6.17,29.7,1.85, 43,6,27,31,23
2009,3,6,10,258,4382,911,4.8,30,11,233,256,441,2515,17,19,5.2,126,424,1867,6,4.4,81,107,855,26,188,27.1,13.8,Own 30.3,2:24,5.02,23.3,1.3, 43,6,27,31,23
2009,5,10,6,305,4946,1011,4.9,25,12,295,286,477,2890,21,13,5.7,159,505,2056,9,4.1,109,114,863,27,177,29.9,13.0,Own 29.7,2:56,5.87,27.8,1.58, 43,6,27,31,23
2009,7,9,7,391,5619,1014,5.5,22,9,320,321,510,3419,21,13,6.3,187,468,2200,22,4.7,115,115,1094,18,183,35.0,10.9,Own 31.8,2:35,5.7,30.7,1.99, 43,6,27,31,23
2009,6,9,7,368,5941,1014,5.9,25,11,331,351,536,4148,28,14,7.1,210,428,1793,10,4.2,96,85,769,25,183,35.5,12.6,Own 29.5,2:52,5.71,32.4,1.9, 43,6,27,31,23
2009,8,5,11,245,4163,971,4.3,31,13,237,219,443,2076,11,18,4.4,118,498,2087,10,4.2,102,77,678,17,189,23.3,16.4,Own 30.5,2:27,5.27,21.9,1.14, 43,6,27,31,23
2009,9,14,2,416,5809,980,5.9,24,5,339,402,601,4515,34,19,7.4,241,366,1294,16,3.5,69,74,546,29,174,37.9,13.2,Own 28.0,2:33,5.75,33.4,2.29, 43,6,27,31,23
2009,12,9,7,388,6129,1043,5.9,28,11,340,399,593,4654,29,17,7.5,231,425,1475,13,3.5,93,95,833,16,187,33.7,15.0,Own 30.2,2:44,5.75,32.8,1.91, 43,6,27,31,23
2009,11,8,8,354,5623,990,5.7,31,16,288,271,476,3031,16,15,6.2,154,499,2592,19,5.2,115,98,821,19,187,33.2,15.0,Own 27.1,2:27,5.47,29.9,1.74, 43,6,27,31,23
2009,10,7,9,290,5385,1010,5.3,23,13,300,315,519,3356,15,10,6.0,170,447,2029,19,4.5,114,70,542,16,176,29.5,12.5,Own 28.5,2:46,5.9,30.6,1.66, 43,6,27,31,23
2009,15,13,3,454,5761,972,5.9,17,7,330,338,519,4338,29,10,8.0,222,427,1423,17,3.3,80,78,570,28,170,45.9,9.4,Own 30.8,2:49,5.92,33.9,2.46, 43,6,27,31,23
2009,13,8,8,326,5463,1032,5.3,23,10,306,341,558,3627,21,13,6.1,186,440,1836,9,4.2,95,93,800,25,189,31.7,11.6,Own 29.0,2:33,5.65,28.9,1.59, 43,6,27,31,23
2009,16,5,11,197,4258,944,4.5,33,15,234,255,485,2557,10,18,4.8,131,410,1701,7,4.1,81,117,920,22,194,22.2,16.5,Own 27.1,2:20,5.02,21.9,1.02, 43,6,27,31,23
2009,14,4,12,294,4851,1019,4.8,27,10,256,296,536,2922,18,17,5.0,139,438,1929,8,4.4,91,84,667,26,202,25.2,12.4,Own 28.5,2:13,5.19,23.7,1.27, 43,6,27,31,23
2009,19,11,5,361,6390,1020,6.3,19,10,335,347,550,4287,26,9,7.3,203,436,2103,14,4.8,110,115,892,22,179,33.5,9.5,Own 27.6,2:53,5.87,35.7,1.9, 43,6,27,31,23
2009,20,11,5,429,5726,975,5.9,23,10,290,335,553,4089,27,13,6.9,182,384,1637,14,4.3,87,115,951,21,192,38.0,10.4,Own 30.6,2:21,5.27,29.8,1.99, 43,6,27,31,23
2009,17,8,8,402,5856,1017,5.8,31,17,323,338,542,4019,28,14,7.0,194,443,1837,14,4.1,103,95,802,26,183,37.7,15.3,Own 30.5,2:46,5.73,32.0,2.05, 43,6,27,31,23
2009,18,4,12,266,5000,970,5.2,28,12,280,340,533,3490,21,16,6.0,191,391,1510,8,3.9,72,85,679,17,172,29.7,13.4,Own 28.7,2:42,5.78,28.9,1.56, 43,6,27,31,23
2009,22,12,4,470,6074,1054,5.8,18,11,343,377,553,4156,34,7,7.1,220,467,1918,19,4.1,99,101,757,24,188,42.0,9.0,Own 32.5,2:48,5.76,32.2,2.39, 43,6,27,31,23
2009,24,11,5,461,6065,1042,5.8,16,8,335,357,553,4180,30,8,6.9,201,438,1885,20,4.3,102,118,1057,32,191,40.3,7.9,Own 32.3,2:46,5.64,31.7,2.26, 43,6,27,31,23
2009,21,7,9,327,4965,971,5.1,34,7,262,340,563,3473,27,27,5.8,170,373,1492,6,4.0,71,100,836,21,193,29.5,16.6,Own 32.4,2:22,5.18,25.7,1.57, 43,6,27,31,23
2009,23,2,14,262,4784,1037,4.6,41,9,281,316,585,3168,16,32,5.0,168,409,1616,9,4.0,82,98,768,31,194,23.7,20.1,Own 27.7,2:23,5.49,24.6,1.23, 43,6,27,31,23
2009,28,13,3,510,6461,1032,6.3,28,16,348,378,544,4355,34,12,7.7,215,468,2106,21,4.5,115,89,787,18,185,41.6,13.5,Own 31.4,2:44,5.73,34.9,2.44, 43,6,27,31,23
2009,27,9,7,363,5447,1048,5.2,25,8,330,332,570,3571,26,17,6.0,192,451,1876,15,4.2,105,78,664,33,170,35.3,13.5,Own 30.6,2:49,6.34,32.1,2.02, 43,6,27,31,23
2009,26,8,8,315,5297,1023,5.2,31,11,289,264,465,2799,16,20,5.6,152,525,2498,18,4.8,123,88,698,14,193,29.0,15.0,Own 28.2,2:30,5.45,27.4,1.58, 43,6,27,31,23
2009,25,3,13,244,4600,961,4.8,34,5,246,279,524,2973,18,29,5.3,148,404,1627,5,4.0,80,93,696,18,194,20.1,17.5,Own 30.4,2:22,5.09,23.6,1.08, 43,6,27,31,23
2009,31,10,6,375,5510,985,5.6,36,18,317,392,594,4016,27,18,6.5,215,365,1494,16,4.1,77,108,886,25,199,30.7,17.1,Own 29.9,2:24,5.05,27.6,1.78, 43,6,27,31,23
2009,32,8,8,330,4652,939,5.0,24,10,238,312,528,3052,23,14,5.4,137,371,1600,12,4.3,77,98,758,24,196,27.6,10.2,Own 29.1,2:26,4.91,23.8,1.54, 43,6,27,31,23
2009,29,5,11,280,5069,1045,4.9,31,12,297,372,609,3503,20,19,5.4,184,395,1566,7,4.0,80,95,840,33,194,26.3,15.5,Own 28.4,2:16,5.52,25.8,1.35, 43,6,27,31,23
2009,30,1,15,175,4470,998,4.5,33,12,259,312,543,2686,12,21,4.6,159,411,1784,4,4.3,79,100,834,21,181,19.3,16.6,Own 28.1,2:35,5.65,24.6,0.93, 43,6,27,31,23
2008,2,11,5,345,5529,965,5.7,13,6,308,330,491,3632,20,7,7.0,184,448,1897,18,4.2,111,81,669,13,174,33.9,6.9,Own 29.2,2:51,5.69,31.6,1.89, 42,17,17,1,14
2008,1,11,5,410,5847,1095,5.3,21,10,356,339,534,3569,21,11,6.1,186,513,2278,21,4.4,145,57,501,25,174,44.8,11.5,Own 33.3,2:59,6.52,33.5,2.31, 42,17,17,1,14
2008,4,9,7,405,5307,981,5.4,31,8,308,347,529,3303,22,23,5.9,186,422,2004,20,4.7,94,77,569,28,177,37.3,16.9,Own 31.4,2:49,5.71,29.8,2.07, 42,17,17,1,14
2008,3,7,9,336,4882,956,5.1,30,15,287,309,479,3040,14,15,5.9,167,439,1842,16,4.2,107,71,538,13,176,34.1,16.5,Own 32.1,2:44,5.65,27.7,1.7, 42,17,17,1,14
2008,6,12,4,347,4991,1015,4.9,25,10,290,303,506,3301,19,15,5.9,179,460,1690,16,3.7,93,95,812,18,190,32.6,12.6,Own 31.1,2:40,5.51,26.1,1.72, 42,17,17,1,14
2008,7,11,5,385,5184,1058,4.9,21,9,300,261,433,2808,16,12,6.0,147,592,2376,20,4.0,132,103,785,21,194,33.0,10.8,Own 32.3,2:45,5.63,26.6,1.73, 42,17,17,1,14
2008,5,4,11,204,3926,984,4.0,26,11,245,303,513,2406,11,15,4.3,145,420,1520,6,3.6,80,75,591,20,186,21.0,13.4,Own 30.1,2:31,5.43,21.0,0.99, 42,17,17,1,14
2008,8,4,12,232,3985,921,4.3,26,6,233,238,488,2380,11,20,4.6,127,409,1605,6,3.9,84,100,669,22,172,27.3,14.5,Own 29.8,2:34,5.57,23.1,1.22, 42,17,17,1,14
2008,11,13,3,375,5018,973,5.2,17,8,268,265,453,2819,13,9,6.1,143,508,2199,24,4.3,108,108,855,17,191,34.6,8.9,Own 32.4,2:27,5.27,26.1,1.81, 42,17,17,1,14
2008,9,12,4,377,5368,969,5.5,17,5,321,393,585,4094,27,12,6.8,220,370,1274,13,3.4,80,86,619,21,150,40.7,10.0,Own 28.2,3:03,6.63,35.8,2.31, 42,17,17,1,14
2008,12,8,8,366,6113,1019,6.0,32,12,340,367,555,4267,21,20,7.3,210,432,1846,16,4.3,106,80,664,24,173,38.2,17.3,Own 29.8,2:58,6.08,35.3,2.0, 42,17,17,1,14
2008,10,5,11,302,5106,1005,5.1,24,11,312,335,537,3332,15,13,5.8,183,426,1774,17,4.2,107,104,813,22,172,29.7,12.8,Own 27.3,2:56,5.99,29.7,1.63, 42,17,17,1,14
2008,15,8,8,439,5584,924,6.0,20,9,301,312,478,3858,34,11,7.7,191,421,1726,13,4.1,92,95,748,18,170,43.5,10.6,Own 30.6,2:43,5.62,32.8,2.41, 42,17,17,1,14
2008,13,8,8,370,6333,1019,6.2,30,12,354,386,620,4471,25,18,7.1,223,387,1862,15,4.8,103,77,739,28,167,38.9,17.4,Own 26.0,2:45,6.31,37.9,2.13, 42,17,17,1,14
2008,16,5,11,263,4356,919,4.7,23,12,225,222,421,2369,13,11,5.2,123,459,1987,9,4.3,87,109,823,15,187,24.6,11.8,Own 30.3,2:26,5.07,23.0,1.21, 42,17,17,1,14
2008,14,2,14,291,4939,957,5.2,24,8,273,310,541,3129,23,16,5.4,161,379,1810,9,4.8,94,78,645,18,178,27.0,12.4,Own 27.8,2:31,5.5,27.6,1.53, 42,17,17,1,14
2008,17,12,4,427,5695,1021,5.6,13,3,338,298,491,3177,23,10,6.1,176,502,2518,19,5.0,130,102,821,32,178,43.8,7.3,Own 32.3,3:00,5.96,32.0,2.26, 42,17,17,1,14
2008,20,9,6,416,5608,1056,5.3,26,10,318,362,606,3911,23,16,6.2,204,427,1697,15,4.0,94,74,635,20,200,35.5,11.5,Own 31.2,2:31,5.48,28.0,1.83, 42,17,17,1,14
2008,19,9,7,362,5512,979,5.6,33,13,291,328,547,3789,29,20,6.6,171,401,1723,12,4.3,102,120,957,18,190,32.1,16.3,Own 29.5,2:32,5.27,28.9,1.83, 42,17,17,1,14
2008,18,8,8,265,5120,1026,5.0,18,12,295,318,510,3025,14,6,5.5,165,478,2095,12,4.4,109,83,644,21,178,29.2,9.6,Own 31.8,2:50,5.97,28.7,1.46, 42,17,17,1,14
2008,22,10,6,379,5288,1014,5.2,31,14,292,267,452,2956,22,17,6.0,150,519,2332,15,4.5,119,90,692,23,190,34.7,14.7,Own 29.3,2:38,5.52,27.7,1.82, 42,17,17,1,14
2008,21,9,7,375,4734,991,4.8,27,13,264,304,528,3061,20,14,5.5,153,434,1673,15,3.9,98,78,610,13,203,30.5,11.3,Own 33.4,2:15,5.03,23.3,1.63, 42,17,17,1,14
2008,24,6,10,419,5618,1012,5.6,21,8,299,343,541,3813,28,13,6.6,182,437,1805,11,4.1,99,110,984,18,179,36.9,11.2,Own 28.2,2:50,5.84,31.2,1.98, 42,17,17,1,14
2008,23,0,16,268,4292,913,4.7,29,10,234,281,509,2960,18,19,5.3,143,352,1332,10,3.8,70,88,729,21,187,26.2,15.0,Own 27.9,2:19,5.01,22.9,1.39, 42,17,17,1,14
2008,26,12,4,414,5595,938,6.0,19,7,287,246,414,3158,15,12,7.3,152,504,2437,30,4.8,118,94,637,17,192,38.0,9.9,Own 31.8,2:27,5.05,29.2,2.08, 42,17,17,1,14
2008,27,11,5,391,5779,1011,5.7,21,10,313,265,434,3336,16,11,7.4,157,560,2443,23,4.4,131,71,591,25,174,39.7,10.3,Own 30.6,2:52,5.99,33.1,2.11, 42,17,17,1,14
2008,25,9,7,361,5456,1045,5.2,26,13,298,355,562,3619,18,13,6.1,184,451,1837,13,4.1,100,95,834,14,189,33.3,12.7,Own 32.4,2:43,5.73,28.8,1.66, 42,17,17,1,14
2008,28,8,8,463,6571,1047,6.3,26,8,354,413,636,4977,34,18,7.7,232,398,1594,20,4.0,103,86,797,19,178,42.7,14.0,Own 29.9,2:44,6.03,36.7,2.49, 42,17,17,1,14
2008,31,9,7,427,5852,998,5.9,30,15,328,418,630,4674,31,15,7.1,231,340,1178,14,3.5,72,107,781,25,178,39.3,15.7,Own 30.8,2:43,5.76,32.9,2.19, 42,17,17,1,14
2008,32,7,9,339,4978,961,5.2,35,16,287,309,509,3379,21,19,6.0,176,397,1599,10,4.0,83,98,732,28,185,33.0,18.4,Own 29.2,2:33,5.37,26.7,1.68, 42,17,17,1,14
2008,29,4,12,294,4385,927,4.7,27,12,265,262,474,2617,18,15,5.1,142,417,1768,10,4.2,104,79,601,19,176,29.5,13.6,Own 30.9,2:25,5.43,25.0,1.52, 42,17,17,1,14
2008,30,2,14,232,4596,982,4.7,31,12,249,292,520,2947,11,19,5.2,140,417,1649,8,4.0,95,97,718,14,190,26.3,16.3,Own 27.2,2:29,5.36,24.2,1.19, 42,17,17,1,14
2007,1,16,0,589,6580,1058,6.2,15,6,393,403,586,4731,50,9,7.8,243,451,1849,17,4.1,124,78,690,26,167,52.7,7.8,Own 32.3,3:07,6.48,39.3,3.19, 41,9,29,21,17
2007,3,7,9,252,4434,919,4.8,21,7,248,263,445,2634,12,14,5.6,141,448,1800,8,4.0,91,78,633,16,177,24.9,11.9,Own 30.4,2:36,5.34,24.8,1.2, 41,9,29,21,17
2007,4,4,12,268,4715,1011,4.7,25,6,286,310,512,3014,15,19,5.3,173,446,1701,6,3.8,92,63,486,21,171,29.2,14.0,Own 30.3,2:43,6.13,27.5,1.37, 41,9,29,21,17
2007,2,1,15,267,4600,989,4.7,29,13,283,318,558,3031,12,16,5.1,162,389,1569,14,4.0,107,91,732,14,175,26.9,16.0,Own 27.7,2:42,5.78,26.0,1.4, 41,9,29,21,17
